code,rs_percentile_12m,rs_percentile_3m
HK.00120,5.0,5
HK.00122,27.0,50
HK.00123,42.0,81
HK.00124,51.0,81
HK.00125,20.0,25
HK.00126,36.0,50
HK.00127,39.0,54
HK.00128,81.0,49
HK.00129,14.0,36
HK.00130,78.0,76
HK.00131,56.0,71
HK.00132,29.0,60
HK.00135,44.0,34
HK.00136,7.0,21
HK.00137,51.0,51
HK.00138,6.0,7
HK.00139,1.0,20
HK.00142,30.0,38
HK.00144,57.0,54
HK.00145,35.0,30
HK.00146,47.0,32
HK.00147,5.0,22
HK.00148,94.0,94
HK.00149,64.0,72
HK.00150,51.0,32
HK.00151,23.0,24
HK.00152,18.0,7
HK.00154,46.0,25
HK.00156,80.0,71
HK.00157,38.0,47
HK.00158,52.0,59
HK.00159,5.0,4
HK.00160,44.0,52
HK.00162,88.0,96
HK.00163,37.0,38
HK.00164,81.0,79
HK.00165,38.0,42
HK.00166,24.0,25
HK.00167,98.0,97
HK.00168,48.0,61
HK.00169,54.0,90
HK.00171,13.0,15
HK.00173,50.0,44
HK.00174,34.0,24
HK.00175,67.0,41
HK.00176,53.0,62
HK.00177,61.0,65
HK.00178,87.0,91
HK.00179,81.0,90
HK.00180,37.0,59
HK.00181,77.0,50
HK.00182,71.0,94
HK.00183,33.0,49
HK.00184,49.0,60
HK.00185,16.0,16
HK.00186,31.0,55
HK.00187,36.0,33
HK.00188,64.0,74
HK.00189,78.0,87
HK.00191,86.0,83
HK.00193,46.0,70
HK.00194,62.0,60
HK.00195,53.0,62
HK.00196,50.0,45
HK.00197,55.0,49
HK.00199,97.0,95
HK.00200,27.0,25
HK.00201,41.0,43
HK.00202,11.0,11
HK.00205,94.0,85
HK.00206,87.0,39
HK.00209,90.0,93
HK.00210,39.0,59
HK.00211,48.0,51
HK.00212,66.0,68
HK.00213,79.0,88
HK.00214,24.0,51
HK.00215,69.0,68
HK.00216,51.0,48
HK.00217,65.0,33
HK.00218,15.0,31
HK.00219,73.0,75
HK.00220,35.0,54
HK.00222,25.0,17
HK.00223,79.0,78
HK.00224,30.0,31
HK.00225,58.0,68
HK.00227,12.0,19
HK.00228,26.0,18
HK.00229,58.0,72
HK.00232,75.0,71
HK.00234,41.0,48
HK.00235,32.0,33
HK.00236,76.0,57
HK.00237,68.0,70
HK.00239,59.0,61
HK.00240,85.0,77
HK.00241,11.0,8
HK.00242,31.0,47
HK.00243,91.0,93
HK.00244,51.0,49
HK.00245,45.0,67
HK.00247,50.0,59
HK.00248,65.0,75
HK.00251,50.0,31
HK.00252,56.0,62
HK.00253,70.0,70
HK.00254,91.0,92
HK.00255,62.0,77
HK.00256,2.0,53
HK.00257,80.0,78
HK.00258,26.0,39
HK.00259,90.0,93
HK.00261,13.0,10
HK.00262,70.0,58
HK.00264,47.0,66
HK.00265,80.0,37
HK.00266,45.0,45
HK.00267,73.0,80
HK.00268,6.0,12
HK.00269,48.0,62
HK.00270,77.0,80
HK.00271,56.0,69
HK.00272,14.0,22
HK.00274,66.0,62
HK.00276,21.0,22
HK.00277,43.0,57
HK.00279,13.0,12
HK.00280,69.0,57
HK.00285,17.0,26
HK.00286,53.0,62
HK.00287,68.0,74
HK.00288,74.0,44
HK.00289,76.0,72
HK.00290,98.0,97
HK.00291,46.0,67
HK.00293,74.0,77
HK.00294,52.0,70
HK.00295,85.0,54
HK.00296,27.0,40
HK.00297,51.0,32
HK.00298,44.0,60
HK.00299,53.0,62
HK.00300,63.0,68
HK.00301,85.0,82
HK.00302,6.0,13
HK.00303,35.0,21
HK.00305,38.0,48
HK.00306,64.0,51
HK.00308,56.0,75
HK.00309,26.0,50
HK.00311,93.0,96
HK.00312,16.0,37
HK.00313,21.0,20
HK.00314,2.0,13
HK.00315,65.0,56
HK.00316,68.0,76
HK.00317,64.0,56
HK.00318,90.0,87
HK.00320,55.0,58
HK.00321,85.0,38
HK.00322,45.0,34
HK.00323,36.0,11
HK.00325,9.0,24
HK.00326,95.0,24
HK.00327,11.0,11
HK.00328,3.0,26
HK.00329,35.0,84
HK.00330,3.0,2
HK.00331,51.0,52
HK.00332,24.0,30
HK.00333,19.0,28
HK.00334,76.0,85
HK.00335,48.0,65
HK.00336,57.0,13
HK.00337,32.0,34
HK.00338,26.0,25
HK.00340,66.0,6
HK.00341,13.0,38
HK.00343,26.0,38
HK.00345,20.0,44
HK.00346,44.0,19
HK.00347,11.0,15
HK.00348,3.0,3
HK.00351,92.0,93
HK.00352,86.0,62
HK.00353,63.0,76
HK.00354,9.0,23
HK.00355,70.0,56
HK.00357,4.0,11
HK.00358,88.0,42
HK.00360,60.0,75
HK.00361,27.0,14
HK.00362,53.0,62
HK.00363,67.0,76
HK.00365,97.0,99
HK.00366,52.0,49
HK.00367,31.0,48
HK.00368,96.0,96
HK.00369,67.0,33
HK.00370,1.0,1
HK.00371,66.0,60
HK.00372,38.0,19
HK.00373,71.0,23
HK.00374,45.0,48
HK.00375,78.0,75
HK.00376,19.0,7
HK.00377,84.0,90
HK.00379,92.0,97
HK.00380,50.0,52
HK.00381,4.0,8
HK.00382,2.0,1
HK.00383,80.0,84
HK.00384,46.0,52
HK.00385,11.0,5
HK.00386,47.0,42
HK.00387,73.0,47
HK.00388,57.0,66
HK.00389,3.0,5
HK.00390,34.0,14
HK.00391,52.0,70
HK.00392,41.0,46
HK.00393,64.0,59
HK.00396,96.0,91
HK.00397,25.0,36
HK.00398,52.0,55
HK.00399,4.0,2
HK.00400,80.0,90
HK.00401,93.0,93
HK.00403,51.0,86
HK.00406,18.0,12
HK.00408,82.0,76
HK.00410,24.0,32
HK.00411,67.0,50
HK.00412,1.0,7
HK.00413,20.0,32
HK.00417,36.0,22
HK.00418,28.0,58
HK.00419,78.0,97
HK.00420,72.0,79
HK.00422,17.0,33
HK.00423,48.0,40
HK.00425,79.0,76
HK.00426,87.0,75
HK.00430,52.0,68
HK.00431,53.0,62
HK.00432,72.0,47
HK.00433,71.0,15
HK.00434,9.0,20
HK.00436,70.0,83
HK.00438,16.0,25
HK.00439,5.0,15
HK.00440,81.0,76
HK.00442,27.0,52
HK.00444,53.0,62
HK.00450,36.0,48
HK.00451,85.0,10
HK.00455,13.0,40
HK.00456,40.0,53
HK.00458,43.0,38
HK.00460,31.0,6
HK.00464,32.0,28
HK.00465,99.0,99
HK.00467,49.0,31
HK.00468,53.0,62
HK.00470,,77
HK.00471,0.0,1
HK.00472,73.0,54
HK.00474,96.0,33
HK.00475,24.0,75
HK.00476,26.0,18
HK.00480,68.0,56
HK.00482,54.0,40
HK.00483,61.0,45
HK.00484,42.0,37
HK.00485,74.0,13
HK.00486,25.0,30
HK.00487,6.0,23
HK.00488,84.0,86
HK.00491,28.0,67
HK.00493,10.0,16
HK.00495,53.0,62
HK.00496,23.0,37
HK.00497,64.0,51
HK.00498,6.0,1
HK.00499,88.0,95
HK.00500,30.0,59
HK.00505,55.0,75
HK.00506,41.0,32
HK.00508,69.0,8
HK.00509,53.0,62
HK.00510,57.0,5
HK.00511,22.0,35
HK.00512,11.0,11
HK.00513,87.0,95
HK.00515,19.0,62
HK.00517,66.0,43
HK.00518,74.0,89
HK.00519,69.0,55
HK.00520,4.0,9
HK.00521,78.0,24
HK.00522,95.0,95
HK.00524,97.0,98
HK.00525,74.0,77
HK.00526,89.0,94
HK.00527,74.0,55
HK.00528,57.0,41
HK.00529,44.0,35
HK.00532,93.0,98
HK.00533,60.0,64
HK.00535,7.0,34
HK.00536,76.0,79
HK.00538,69.0,73
HK.00540,80.0,83
HK.00542,90.0,16
HK.00543,47.0,73
HK.00544,80.0,76
HK.00546,18.0,12
HK.00547,10.0,19
HK.00548,41.0,27
HK.00550,99.0,99
HK.00551,56.0,33
HK.00552,45.0,55
HK.00553,38.0,20
HK.00554,31.0,66
HK.00556,74.0,22
HK.00557,7.0,16
HK.00558,22.0,30
HK.00559,75.0,81
HK.00560,40.0,53
HK.00563,37.0,66
HK.00564,47.0,28
HK.00565,94.0,88
HK.00567,97.0,97
HK.00568,90.0,20
HK.00570,16.0,21
HK.00571,46.0,73
HK.00572,29.0,48
HK.00573,31.0,37
HK.00574,30.0,38
HK.00575,17.0,24
HK.00576,47.0,45
HK.00579,40.0,44
HK.00580,85.0,93
HK.00581,35.0,47
HK.00582,3.0,1
HK.00583,61.0,65
HK.00585,98.0,98
HK.00586,63.0,35
HK.00587,17.0,17
HK.00588,40.0,52
HK.00590,33.0,19
HK.00591,27.0,79
HK.00595,97.0,98
HK.00596,1.0,32
HK.00598,67.0,51
HK.00599,29.0,12
HK.00600,,16
HK.00601,78.0,89
HK.00602,46.0,87
HK.00603,42.0,23
HK.00604,36.0,56
HK.00605,20.0,55
HK.00606,60.0,56
HK.00607,96.0,60
HK.00608,37.0,53
HK.00609,41.0,27
HK.00610,63.0,32
HK.00611,68.0,72
HK.00613,90.0,94
HK.00616,90.0,8
HK.00617,18.0,70
HK.00618,90.0,87
HK.00619,85.0,89
HK.00620,4.0,3
HK.00621,34.0,86
HK.00622,96.0,87
HK.00623,46.0,77
HK.00626,65.0,44
HK.00627,77.0,94
HK.00628,94.0,97
HK.00629,73.0,78
HK.00630,93.0,85
HK.00631,65.0,5
HK.00632,18.0,11
HK.00635,62.0,69
HK.00636,30.0,40
HK.00637,49.0,36
HK.00639,28.0,20
HK.00640,72.0,69
HK.00641,89.0,93
HK.00643,33.0,54
HK.00645,75.0,85
HK.00646,15.0,55
HK.00648,97.0,99
HK.00650,95.0,96
HK.00653,3.0,2
HK.00655,87.0,96
HK.00656,35.0,66
HK.00657,63.0,69
HK.00658,82.0,44
HK.00659,70.0,66
HK.00660,97.0,97
HK.00661,82.0,9
HK.00662,61.0,65
HK.00666,75.0,68
HK.00667,19.0,28
HK.00669,75.0,77
HK.00670,40.0,16
HK.00672,20.0,42
HK.00673,85.0,23
HK.00674,37.0,78
HK.00675,57.0,58
HK.00676,59.0,72
HK.00677,56.0,56
HK.00679,99.0,99
HK.00681,35.0,37
HK.00682,46.0,51
HK.00683,64.0,59
HK.00684,26.0,42
HK.00685,59.0,75
HK.00686,25.0,32
HK.00687,78.0,57
HK.00688,71.0,89
HK.00689,89.0,90
HK.00690,22.0,13
HK.00691,6.0,10
HK.00693,72.0,77
HK.00694,9.0,37
HK.00695,91.0,76
HK.00696,27.0,29
HK.00697,37.0,67
HK.00698,13.0,40
HK.00700,23.0,24
HK.00701,4.0,1
HK.00702,53.0,62
HK.00703,19.0,32
HK.00704,50.0,50
HK.00707,52.0,62
HK.00708,53.0,62
HK.00709,59.0,64
HK.00710,41.0,84
HK.00711,62.0,73
HK.00712,23.0,11
HK.00713,24.0,48
HK.00716,21.0,10
HK.00717,46.0,40
HK.00718,33.0,43
HK.00719,39.0,44
HK.00720,89.0,30
HK.00722,66.0,65
HK.00723,56.0,73
HK.00724,53.0,62
HK.00725,87.0,91
HK.00726,41.0,91
HK.00727,16.0,49
HK.00728,56.0,79
HK.00730,49.0,40
HK.00731,96.0,98
HK.00732,55.0,75
HK.00733,16.0,35
HK.00736,67.0,2
HK.00737,61.0,52
HK.00738,81.0,77
HK.00743,53.0,62
HK.00745,99.0,99
HK.00746,49.0,35
HK.00747,84.0,17
HK.00750,43.0,76
HK.00751,84.0,24
HK.00752,43.0,29
HK.00753,20.0,24
HK.00754,24.0,41
HK.00755,32.0,67
HK.00756,88.0,92
HK.00757,21.0,23
HK.00759,48.0,22
HK.00760,56.0,74
HK.00762,45.0,80
HK.00763,38.0,51
HK.00764,7.0,7
HK.00765,2.0,3
HK.00767,27.0,21
HK.00769,73.0,62
HK.00771,71.0,79
HK.00772,9.0,9
HK.00775,22.0,37
HK.00776,4.0,6
HK.00777,31.0,54
HK.00780,12.0,7
HK.00784,98.0,98
HK.00788,43.0,46
HK.00789,25.0,18
HK.00794,89.0,87
HK.00797,65.0,27
HK.00798,28.0,35
HK.00799,67.0,89
HK.00800,,69
HK.00804,83.0,48
HK.00805,92.0,97
HK.00806,54.0,48
HK.00807,45.0,39
HK.00809,30.0,79
HK.00811,45.0,55
HK.00813,1.0,3
HK.00814,44.0,51
HK.00815,30.0,5
HK.00816,47.0,80
HK.00817,73.0,82
HK.00818,42.0,59
HK.00819,26.0,11
HK.00821,11.0,28
HK.00822,44.0,85
HK.00825,45.0,25
HK.00826,86.0,80
HK.00827,76.0,12
HK.00828,17.0,32
HK.00829,6.0,6
HK.00830,8.0,28
HK.00831,77.0,74
HK.00832,8.0,22
HK.00833,88.0,93
HK.00834,78.0,69
HK.00836,66.0,78
HK.00837,58.0,37
HK.00838,51.0,78
HK.00839,13.0,6
HK.00840,62.0,35
HK.00841,88.0,55
HK.00842,35.0,90
HK.00844,61.0,74
HK.00845,53.0,62
HK.00846,19.0,28
HK.00848,29.0,39
HK.00851,23.0,53
HK.00852,53.0,62
HK.00853,18.0,9
HK.00854,59.0,70
HK.00855,26.0,39
HK.00856,79.0,87
HK.00857,85.0,76
HK.00858,59.0,71
HK.00859,38.0,9
HK.00860,16.0,70
HK.00861,36.0,80
HK.00862,77.0,72
HK.00863,20.0,13
HK.00864,82.0,49
HK.00865,43.0,56
HK.00866,32.0,2
HK.00867,35.0,9
HK.00868,72.0,74
HK.00869,55.0,82
HK.00871,13.0,4
HK.00873,21.0,34
HK.00874,30.0,27
HK.00875,21.0,3
HK.00876,95.0,43
HK.00878,62.0,68
HK.00880,15.0,23
HK.00881,3.0,8
HK.00882,46.0,41
HK.00883,83.0,69
HK.00884,3.0,15
HK.00887,39.0,29
HK.00888,10.0,30
HK.00889,78.0,91
HK.00893,46.0,22
HK.00894,97.0,98
HK.00895,29.0,33
HK.00896,73.0,85
HK.00897,33.0,38
HK.00898,36.0,27
HK.00899,12.0,72
HK.00900,78.0,80
HK.00902,77.0,82
HK.00907,26.0,68
HK.00909,11.0,27
HK.00910,53.0,62
HK.00911,96.0,98
HK.00912,57.0,65
HK.00914,21.0,20
HK.00915,37.0,87
HK.00916,41.0,39
HK.00917,,3
HK.00918,91.0,96
HK.00919,71.0,84
HK.00921,44.0,74
HK.00922,47.0,73
HK.00923,60.0,53
HK.00924,1.0,1
HK.00926,56.0,65
HK.00927,26.0,52
HK.00928,32.0,29
HK.00929,84.0,91
HK.00931,51.0,10
HK.00932,30.0,34
HK.00933,61.0,74
HK.00934,39.0,49
HK.00936,89.0,72
HK.00938,32.0,66
HK.00939,72.0,75
HK.00941,61.0,76
HK.00943,36.0,66
HK.00945,75.0,77
HK.00947,79.0,67
HK.00948,22.0,9
HK.00950,12.0,23
HK.00951,78.0,70
HK.00952,22.0,11
HK.00953,12.0,2
HK.00954,58.0,53
HK.00956,24.0,18
HK.00959,69.0,62
HK.00960,23.0,41
HK.00966,70.0,35
HK.00968,27.0,17
HK.00969,40.0,78
HK.00970,34.0,46
HK.00974,62.0,61
HK.00975,30.0,6
HK.00976,53.0,62
HK.00978,58.0,83
HK.00979,57.0,39
HK.00980,25.0,77
HK.00981,84.0,92
HK.00983,26.0,38
HK.00984,10.0,8
HK.00986,2.0,10
HK.00987,88.0,90
HK.00989,69.0,8
HK.00990,59.0,19
HK.00991,82.0,81
HK.00992,89.0,95
HK.00993,13.0,26
HK.00994,90.0,65
HK.00995,78.0,71
HK.00997,31.0,48
HK.00998,69.0,66
HK.00999,13.0,23
HK.01000,48.0,42
HK.01001,69.0,78
HK.01002,57.0,68
HK.01003,24.0,45
HK.01004,25.0,14
HK.01005,47.0,49
HK.01007,53.0,62
HK.01008,33.0,69
HK.01009,76.0,89
HK.01010,24.0,67
HK.01011,45.0,14
HK.01013,96.0,92
HK.01020,95.0,10
HK.01022,81.0,45
HK.01023,58.0,65
HK.01024,13.0,26
HK.01025,46.0,38
HK.01026,16.0,77
HK.01027,87.0,27
HK.01028,96.0,94
HK.01029,21.0,29
HK.01030,22.0,18
HK.01033,39.0,16
HK.01036,67.0,69
HK.01037,88.0,83
HK.01038,72.0,56
HK.01039,76.0,79
HK.01044,51.0,42
HK.01045,83.0,29
HK.01046,57.0,87
HK.01047,52.0,59
HK.01049,76.0,45
HK.01050,94.0,91
HK.01051,24.0,6
HK.01052,51.0,45
HK.01053,33.0,25
HK.01055,24.0,16
HK.01057,60.0,29
HK.01058,62.0,41
HK.01059,78.0,58
HK.01060,15.0,34
HK.01061,9.0,15
HK.01063,37.0,42
HK.01064,77.0,13
HK.01065,64.0,56
HK.01066,7.0,17
HK.01068,23.0,33
HK.01069,8.0,13
HK.01070,86.0,89
HK.01071,55.0,60
HK.01072,91.0,37
HK.01073,25.0,34
HK.01075,42.0,31
HK.01079,92.0,46
HK.01080,34.0,14
HK.01082,42.0,79
HK.01083,39.0,47
HK.01084,55.0,66
HK.01085,69.0,85
HK.01086,25.0,32
HK.01087,62.0,44
HK.01088,73.0,42
HK.01090,44.0,49
HK.01091,83.0,59
HK.01093,39.0,18
HK.01094,69.0,49
HK.01097,69.0,70
HK.01098,29.0,47
HK.01099,33.0,21
HK.01100,76.0,83
HK.01101,53.0,62
HK.01102,88.0,93
HK.01104,84.0,35
HK.01105,30.0,44
HK.01107,6.0,10
HK.01108,20.0,16
HK.01109,76.0,84
HK.01110,19.0,17
HK.01111,48.0,44
HK.01112,45.0,33
HK.01113,82.0,81
HK.01114,30.0,30
HK.01115,51.0,45
HK.01116,23.0,34
HK.01117,32.0,11
HK.01118,70.0,66
HK.01119,3.0,7
HK.01120,18.0,8
HK.01121,14.0,10
HK.01122,72.0,26
HK.01123,42.0,46
HK.01124,58.0,48
HK.01125,35.0,42
HK.01126,28.0,29
HK.01127,61.0,69
HK.01128,42.0,57
HK.01129,16.0,2
HK.01130,60.0,64
HK.01132,75.0,52
HK.01133,94.0,58
HK.01134,88.0,89
HK.01137,14.0,20
HK.01138,93.0,78
HK.01141,97.0,93
HK.01142,2.0,49
HK.01143,33.0,19
HK.01145,48.0,74
HK.01146,63.0,89
HK.01147,66.0,84
HK.01148,41.0,38
HK.01150,18.0,5
HK.01152,87.0,41
HK.01153,48.0,75
HK.01156,89.0,75
HK.01157,55.0,20
HK.01159,87.0,89
HK.01161,75.0,82
HK.01162,38.0,83
HK.01163,77.0,81
HK.01164,75.0,11
HK.01165,65.0,62
HK.01166,2.0,0
HK.01167,34.0,6
HK.01168,6.0,3
HK.01170,45.0,57
HK.01171,80.0,33
HK.01172,21.0,20
HK.01173,38.0,26
HK.01176,5.0,32
HK.01177,32.0,22
HK.01179,67.0,22
HK.01180,36.0,92
HK.01181,7.0,4
HK.01182,81.0,56
HK.01183,63.0,53
HK.01184,86.0,91
HK.01186,36.0,31
HK.01188,53.0,62
HK.01193,33.0,43
HK.01195,17.0,14
HK.01196,52.0,24
HK.01198,7.0,38
HK.01199,43.0,39
HK.01200,83.0,22
HK.01201,95.0,17
HK.01202,81.0,32
HK.01203,22.0,21
HK.01204,42.0,19
HK.01205,84.0,82
HK.01206,5.0,5
HK.01208,91.0,74
HK.01209,60.0,42
HK.01211,28.0,26
HK.01213,86.0,73
HK.01215,69.0,40
HK.01216,46.0,51
HK.01218,58.0,10
HK.01220,51.0,62
HK.01221,67.0,55
HK.01222,35.0,47
HK.01223,77.0,64
HK.01224,54.0,62
HK.01225,88.0,96
HK.01228,97.0,9
HK.01229,33.0,48
HK.01231,70.0,46
HK.01232,80.0,96
HK.01233,1.0,4
HK.01234,66.0,66
HK.01235,81.0,86
HK.01237,79.0,86
HK.01238,29.0,53
HK.01239,87.0,74
HK.01240,46.0,66
HK.01241,15.0,4
HK.01243,32.0,34
HK.01244,15.0,16
HK.01245,44.0,74
HK.01246,53.0,62
HK.01247,5.0,2
HK.01250,21.0,19
HK.01251,89.0,47
HK.01252,29.0,75
HK.01253,16.0,17
HK.01255,98.0,89
HK.01257,59.0,71
HK.01258,87.0,83
HK.01259,51.0,49
HK.01260,80.0,86
HK.01262,64.0,2
HK.01265,34.0,27
HK.01268,1.0,1
HK.01269,28.0,36
HK.01270,64.0,65
HK.01271,3.0,16
HK.01272,41.0,28
HK.01273,81.0,72
HK.01274,5.0,86
HK.01276,,36
HK.01277,78.0,25
HK.01278,40.0,56
HK.01280,4.0,14
HK.01281,39.0,50
HK.01282,13.0,27
HK.01283,79.0,87
HK.01284,85.0,91
HK.01285,75.0,85
HK.01286,95.0,91
HK.01288,71.0,77
HK.01289,32.0,12
HK.01290,44.0,71
HK.01292,16.0,15
HK.01293,53.0,62
HK.01298,29.0,11
HK.01299,71.0,75
HK.01300,98.0,98
HK.01301,15.0,61
HK.01302,81.0,91
HK.01303,44.0,49
HK.01304,,93
HK.01305,28.0,49
HK.01308,83.0,79
HK.01310,77.0,29
HK.01312,56.0,59
HK.01313,13.0,13
HK.01314,26.0,43
HK.01315,22.0,59
HK.01316,18.0,31
HK.01317,4.0,4
HK.01318,11.0,9
HK.01319,80.0,80
HK.01321,67.0,89
HK.01323,56.0,85
HK.01326,31.0,62
HK.01327,91.0,88
HK.01328,89.0,95
HK.01330,77.0,80
HK.01332,45.0,8
HK.01333,7.0,7
HK.01334,95.0,97
HK.01335,55.0,85
HK.01336,59.0,36
HK.01338,9.0,18
HK.01339,31.0,39
HK.01340,86.0,90
HK.01341,0.0,8
HK.01343,83.0,44
HK.01345,64.0,58
HK.01346,58.0,45
HK.01347,94.0,93
HK.01348,96.0,96
HK.01349,25.0,28
HK.01351,37.0,27
HK.01354,3.0,6
HK.01355,82.0,84
HK.01357,8.0,37
HK.01358,43.0,71
HK.01359,29.0,35
HK.01361,40.0,11
HK.01362,93.0,91
HK.01364,36.0,13
HK.01368,20.0,28
HK.01370,57.0,91
HK.01371,13.0,24
HK.01372,44.0,71
HK.01373,34.0,37
HK.01375,28.0,28
HK.01376,18.0,17
HK.01378,81.0,25
HK.01379,36.0,22
HK.01380,96.0,37
HK.01382,37.0,47
HK.01384,,60
HK.01385,50.0,12
HK.01388,15.0,10
HK.01389,92.0,97
HK.01393,42.0,53
HK.01395,47.0,38
HK.01396,97.0,98
HK.01397,70.0,44
HK.01398,74.0,73
HK.01399,92.0,97
HK.01400,67.0,81
HK.01401,1.0,0
HK.01402,77.0,69
HK.01405,4.0,4
HK.01406,53.0,62
HK.01407,73.0,78
HK.01408,91.0,43
HK.01410,95.0,91
HK.01412,20.0,26
HK.01413,6.0,3
HK.01415,65.0,79
HK.01416,92.0,90
HK.01417,98.0,99
HK.01418,13.0,28
HK.01419,38.0,45
HK.01420,79.0,20
HK.01421,61.0,83
HK.01425,52.0,53
HK.01427,76.0,94
HK.01428,75.0,21
HK.01429,97.0,33
HK.01431,49.0,22
HK.01432,63.0,50
HK.01433,31.0,41
HK.01440,95.0,93
HK.01442,20.0,8
HK.01443,22.0,73
HK.01446,43.0,64
HK.01447,39.0,25
HK.01448,39.0,65
HK.01449,80.0,90
HK.01450,43.0,85
HK.01451,79.0,45
HK.01452,86.0,92
HK.01455,70.0,67
HK.01456,26.0,28
HK.01458,15.0,52
HK.01459,19.0,60
HK.01460,50.0,87
HK.01461,27.0,22
HK.01463,78.0,81
HK.01466,28.0,27
HK.01468,2.0,18
HK.01470,89.0,59
HK.01471,8.0,4
HK.01472,92.0,94
HK.01473,93.0,92
HK.01475,58.0,53
HK.01476,14.0,14
HK.01477,30.0,18
HK.01478,50.0,83
HK.01480,49.0,77
HK.01481,93.0,5
HK.01483,75.0,79
HK.01486,93.0,69
HK.01488,70.0,82
HK.01489,85.0,92
HK.01490,84.0,78
HK.01496,66.0,49
HK.01497,50.0,88
HK.01498,17.0,48
HK.01499,7.0,7
HK.01500,97.0,94
HK.01501,73.0,67
HK.01502,58.0,66
HK.01508,34.0,13
HK.01513,37.0,54
HK.01515,16.0,23
HK.01516,7.0,35
HK.01518,14.0,41
HK.01519,43.0,17
HK.01520,10.0,8
HK.01521,20.0,24
HK.01522,38.0,40
HK.01523,80.0,84
HK.01525,17.0,19
HK.01526,10.0,5
HK.01527,70.0,71
HK.01528,40.0,61
HK.01529,55.0,32
HK.01530,37.0,12
HK.01532,84.0,95
HK.01536,87.0,84
HK.01538,94.0,94
HK.01539,55.0,56
HK.01540,49.0,60
HK.01541,4.0,2
HK.01542,22.0,32
HK.01543,7.0,8
HK.01545,90.0,86
HK.01546,94.0,42
HK.01547,73.0,88
HK.01548,50.0,69
HK.01549,35.0,69
HK.01551,45.0,70
HK.01552,74.0,76
HK.01553,46.0,39
HK.01555,52.0,15
HK.01556,25.0,12
HK.01557,92.0,86
HK.01559,23.0,87
HK.01560,55.0,17
HK.01561,25.0,58
HK.01563,25.0,52
HK.01565,18.0,10
HK.01566,53.0,62
HK.01568,40.0,34
HK.01569,10.0,5
HK.01570,98.0,98
HK.01571,78.0,81
HK.01572,66.0,78
HK.01575,16.0,6
HK.01576,47.0,56
HK.01577,57.0,66
HK.01578,62.0,65
HK.01579,61.0,43
HK.01580,88.0,3
HK.01581,95.0,95
HK.01582,65.0,78
HK.01583,32.0,39
HK.01585,47.0,67
HK.01586,7.0,21
HK.01587,60.0,73
HK.01588,20.0,17
HK.01591,70.0,89
HK.01592,89.0,98
HK.01593,41.0,57
HK.01596,26.0,15
HK.01597,89.0,95
HK.01598,53.0,62
HK.01599,36.0,34
HK.01600,42.0,59
HK.01601,50.0,52
HK.01606,60.0,71
HK.01608,0.0,0
HK.01610,16.0,13
HK.01611,27.0,15
HK.01612,77.0,40
HK.01613,17.0,69
HK.01615,88.0,88
HK.01616,77.0,62
HK.01617,98.0,92
